"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:","If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?",How willing would you be to share with friends and family that you have a mental illness?,Do you work remotely?,How many employees does your company or organization have?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,"If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Have you been diagnosed with a mental health condition by a medical professional?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?_Yes,What US state or territory do you live in?_California,What US state or territory do you work in?_California,Have you had a mental health disorder in the past?_Yes,Back-end Developer,Were you aware of the options for mental health care provided by your previous employers?_N/A (not currently aware),Do you have a family history of mental illness?_Yes
0.6931471805599453,0.6931471805599453,1.6094379124341005,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.0,1.3862943611198906,0.6931471805599453,1.6094379124341005,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0
1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.0,1.3862943611198906,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453
1.3862943611198906,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.6094379124341005,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0
1.791759469228055,0.6931471805599453,1.791759469228055,0.0,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.3862943611198906,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453
1.6094379124341005,1.6094379124341005,1.6094379124341005,0.6931471805599453,1.0986122886681098,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453
1.0986122886681098,0.6931471805599453,1.6094379124341005,1.0986122886681098,1.0986122886681098,1.3862943611198906,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453
1.3862943611198906,1.3862943611198906,1.791759469228055,1.0986122886681098,1.791759469228055,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453
1.3862943611198906,0.6931471805599453,1.6094379124341005,0.0,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0
1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,1.6094379124341005,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0986122886681098,0.0,1.791759469228055,0.6931471805599453,1.0986122886681098,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453
1.0986122886681098,1.6094379124341005,1.791759469228055,1.0986122886681098,1.6094379124341005,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.6094379124341005,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453
0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.6094379124341005,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0
1.3862943611198906,0.6931471805599453,0.0,1.0986122886681098,1.3862943611198906,1.3862943611198906,0.0,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0
0.0,0.6931471805599453,1.791759469228055,0.0,1.0986122886681098,0.0,0.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453
1.3862943611198906,1.3862943611198906,1.791759469228055,0.0,1.3862943611198906,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.6094379124341005,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0
1.0986122886681098,1.3862943611198906,1.6094379124341005,0.6931471805599453,1.0986122886681098,1.3862943611198906,0.6931471805599453,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0
1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906,1.3862943611198906,0.0,1.0986122886681098,1.0986122886681098,1.6094379124341005,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453
1.3862943611198906,1.6094379124341005,1.6094379124341005,0.0,1.3862943611198906,1.3862943611198906,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
1.3862943611198906,0.6931471805599453,1.3862943611198906,1.0986122886681098,1.791759469228055,1.3862943611198906,0.0,1.3862943611198906,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3862943611198906,0.6931471805599453,0.0,1.0986122886681098,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0
0.6931471805599453,1.6094379124341005,1.6094379124341005,1.0986122886681098,1.6094379124341005,0.6931471805599453,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0
1.3862943611198906,1.6094379124341005,1.6094379124341005,0.0,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.0,1.0986122886681098,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0
1.3862943611198906,1.6094379124341005,1.6094379124341005,1.0986122886681098,1.3862943611198906,0.0,0.0,1.0986122886681098,1.0986122886681098,1.6094379124341005,1.0986122886681098,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453
0.6931471805599453,0.0,1.791759469228055,0.0,1.0986122886681098,1.3862943611198906,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0
0.6931471805599453,1.6094379124341005,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.3862943611198906,0.0,1.6094379124341005,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453
0.6931471805599453,1.3862943611198906,1.791759469228055,1.0986122886681098,1.0986122886681098,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0
0.6931471805599453,0.0,1.791759469228055,0.6931471805599453,1.791759469228055,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,1.3862943611198906,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0
1.0986122886681098,1.6094379124341005,1.6094379124341005,0.0,1.0986122886681098,1.3862943611198906,0.6931471805599453,1.3862943611198906,0.0,1.6094379124341005,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453
1.791759469228055,1.3862943611198906,1.791759469228055,1.0986122886681098,1.0986122886681098,1.3862943611198906,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453
1.3862943611198906,1.6094379124341005,1.6094379124341005,0.0,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453
1.6094379124341005,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.3862943611198906,0.0,1.0986122886681098,1.0986122886681098,1.6094379124341005,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0
1.3862943611198906,1.6094379124341005,1.791759469228055,1.0986122886681098,1.3862943611198906,1.3862943611198906,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453
1.3862943611198906,1.6094379124341005,1.0986122886681098,0.0,1.6094379124341005,1.3862943611198906,0.0,0.6931471805599453,0.6931471805599453,1.6094379124341005,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0
1.791759469228055,1.3862943611198906,1.791759469228055,1.0986122886681098,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453
1.3862943611198906,0.6931471805599453,1.6094379124341005,0.0,1.0986122886681098,1.3862943611198906,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453
1.3862943611198906,0.0,1.791759469228055,0.0,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453
1.0986122886681098,1.6094379124341005,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453
0.0,1.6094379124341005,1.6094379124341005,0.0,1.3862943611198906,0.6931471805599453,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453
0.6931471805599453,1.3862943611198906,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453
1.0986122886681098,1.3862943611198906,1.6094379124341005,1.0986122886681098,1.0986122886681098,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.6094379124341005,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453
0.0,0.6931471805599453,0.0,1.0986122886681098,1.791759469228055,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0
1.3862943611198906,1.3862943611198906,1.6094379124341005,1.0986122886681098,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453
1.6094379124341005,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.0,0.6931471805599453,0.6931471805599453,1.6094379124341005,1.0986122886681098,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
1.791759469228055,0.6931471805599453,1.6094379124341005,1.0986122886681098,1.0986122886681098,1.3862943611198906,1.0986122886681098,1.3862943611198906,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0
1.0986122886681098,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0
1.3862943611198906,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,1.3862943611198906,0.0,0.6931471805599453,0.6931471805599453,1.6094379124341005,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0
1.791759469228055,1.6094379124341005,1.791759469228055,1.0986122886681098,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0
0.0,0.6931471805599453,1.6094379124341005,0.0,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0
1.3862943611198906,1.0986122886681098,1.6094379124341005,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.3862943611198906,0.0,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453
1.3862943611198906,1.3862943611198906,1.791759469228055,0.0,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,1.6094379124341005,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453
1.3862943611198906,1.6094379124341005,1.0986122886681098,0.0,1.3862943611198906,1.3862943611198906,0.0,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0
0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.3862943611198906,0.0,0.6931471805599453,0.6931471805599453,1.6094379124341005,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453
1.791759469228055,1.6094379124341005,1.6094379124341005,1.0986122886681098,1.791759469228055,1.3862943611198906,0.0,1.3862943611198906,0.0,1.0986122886681098,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0
1.3862943611198906,1.6094379124341005,1.791759469228055,1.0986122886681098,1.0986122886681098,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.6094379124341005,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453
1.3862943611198906,1.3862943611198906,1.6094379124341005,0.0,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453
1.791759469228055,1.6094379124341005,1.6094379124341005,1.0986122886681098,1.3862943611198906,1.0986122886681098,0.0,0.6931471805599453,0.0,1.6094379124341005,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0
1.3862943611198906,0.6931471805599453,1.6094379124341005,1.0986122886681098,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453
0.0,1.3862943611198906,0.0,1.0986122886681098,0.6931471805599453,0.0,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0
1.3862943611198906,0.0,1.6094379124341005,1.0986122886681098,1.3862943611198906,1.3862943611198906,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.6094379124341005,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
1.791759469228055,1.3862943611198906,1.6094379124341005,1.0986122886681098,1.791759469228055,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453
0.6931471805599453,1.6094379124341005,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,0.0,0.0,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0
1.6094379124341005,1.6094379124341005,1.6094379124341005,0.6931471805599453,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0
1.0986122886681098,1.6094379124341005,1.6094379124341005,1.0986122886681098,1.791759469228055,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.6094379124341005,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0
1.3862943611198906,1.0986122886681098,1.791759469228055,1.0986122886681098,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
1.3862943611198906,1.3862943611198906,1.6094379124341005,0.0,1.3862943611198906,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453
1.791759469228055,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453
1.6094379124341005,0.6931471805599453,1.6094379124341005,1.0986122886681098,1.791759469228055,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453
1.3862943611198906,1.6094379124341005,1.6094379124341005,0.0,1.3862943611198906,1.3862943611198906,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453
0.6931471805599453,0.0,1.6094379124341005,1.0986122886681098,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.0,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
